caption_id,caption_text,caption_type,created_ts,status,language,explicitness_level,primary_theme,primary_tone,cta_type,time_of_day_fit,persona_hint,price_hint_band,price_hint_value,char_len,word_count,emoji_count,has_hashtag,has_mention,has_price_placeholder,has_name_placeholder,has_currency_symbol,tags_csv,is_paid,is_mass_msg,is_wallpost
4b0dbee9f9ebc439b27a40fafedaa37418a851870b2f1213cf06a607c0bdc6ba,💦 I’ll be sending this video to everyone who has their RENEW button ON 💦 make sure u have it ON by Sunday night…. if u want to see me be a CUM DUMPSTER 😋 those tits were made to take loads of cum 😝,RENEW,2025-09-15T22:39:34.140491Z,EROS SCHEDULING HUB Renew MASS MESSAGE .csv,ACTIVE,197,45,4,False,False,False,False,False,True,False
0b366e50d1b231b36ce70aea412531edf06456ca1082667fcf592ace398447ca,"❤️❤️ thank you for being a loyal subscriber and keeping ur ""RENEW ON"" for me ❤️❤️ so here's 2 little exclusive videos to show my appreciation 😋 first one is just me trying to tan ...but apparently that is too much of a turn-on for a man ...he can't just watch from a distance without unloading his cum all over me 😝 but i obviously enjoy that too so i let him use me as a cum dumpster",RENEW,2025-09-15T22:39:34.140491Z,EROS SCHEDULING HUB Renew MASS MESSAGE .csv,ACTIVE,384,78,6,False,False,False,False,False,True,False
438081c59b953972a03dd0c4fa2038b2b1c656db2902224414fbe6f2e242f56a,"❤️❤️ part 2 of my thank you for having ur ""RENEW ON"" ❤️❤️ another attempt at the world's biggest cock 😝",RENEW,2025-09-15T22:39:34.140491Z,EROS SCHEDULING HUB Renew MASS MESSAGE .csv,ACTIVE,103,21,5,False,False,False,False,False,True,False
14b9978fee6d0fb187a86500691e5731e55c7b018bbc962acf1bc7e1a4f2953c,"hey guy 😍 just wanted to let you know that i'll be sending a NEW FREE MASKED VIDEO to everyone who has their "" RENEW / REBILL "" option turned on 😍😍 i'm sending it to the entire list of "" RENEW ON "" this saturday ❤️❤️❤️ have a great week 😘",RENEW,2025-09-15T22:39:34.140491Z,EROS SCHEDULING HUB Renew MASS MESSAGE .csv,ACTIVE,238,52,7,False,False,False,False,False,True,False
a0ae696537dda094c650be93bb9bab3e3afa96fa822f15b10410b334e76c3e76,"♥️🎉 Happy New Years !! 🍾🥂 Wishing you all health, love, happiness & wealth💋 • I hope you are all ready for 2022.. I have lots of NEW sexy dirty content planned 🤐 .. you are not ready for it!! Make sure your auto renew is on to find out 🔥💦",RENEW,2025-09-15T22:39:34.140491Z,EROS SCHEDULING HUB Renew MASS MESSAGE .csv,ACTIVE,238,51,8,False,False,False,False,False,True,False
a59809ae4d9957c79ee6092b3c63a03fa10f5ac3c8afe8e153c08cadc5c78c91,Hey guys ❤️ I’m sending a free masked videos this weekend to everyone who has their REBILL / RENEW turned ON So make sure yours is ON 😋,RENEW,2025-09-15T22:39:34.140491Z,EROS SCHEDULING HUB Renew MASS MESSAGE .csv,ACTIVE,135,28,2,False,False,False,False,False,True,False
abf75c1265dbbe22fe307c80231a366db75adfcaeea2f6636901b8253aa65a6d,"🎁 i just wanted to thank you for keeping your ""RENEW ON"" 🎁 so for this month...here's a masked JOI video - in a dress / heels / pantyhose ❤️ i appreciate ur support 😘",RENEW,2025-09-15T22:39:34.140491Z,EROS SCHEDULING HUB Renew MASS MESSAGE .csv,ACTIVE,166,35,4,False,False,False,False,False,True,False
2665a77a6a08a8c60d07ff6c5d4b8dacc8342535a0cc699effbb462516433e27,Happy Titty Tuesday everyone !! Don’t forget to turn on ur rebill(renew on)☑️ to get a FREE video tomorrow! Oil/Dragon Tongue/Riding/ Squ*rt - 9 minute Video 💦 preview is on wall!,RENEW,2025-09-15T22:39:34.140491Z,EROS SCHEDULING HUB Renew MASS MESSAGE .csv,ACTIVE,179,31,2,False,False,False,False,False,True,False
4125446948bc23f1395aba8c2ba509ac0dd48f634e5dae0da87ce781ce32f8e1,Have a great wet week everyone 🧖‍♀️ Don’t forget to turn on AUTO RENEW for free stuff 🫶🏼,RENEW,2025-09-15T22:39:34.140491Z,EROS SCHEDULING HUB Renew MASS MESSAGE .csv,ACTIVE,88,18,4,False,False,False,False,False,True,False
3150f5ba5e39ed130cbf1acb3c20a443a9db1ab1d31018a82b89228c6ef8d7f3,Here’s some new wallpapers for u guys 😋 andddddd don’t forget to keep your” RENEW : ON” cuz I’m sending a FREE VIDEO at the end of the month to everyone who has their RENEW ON ❤️,RENEW,2025-09-15T22:39:34.140491Z,EROS SCHEDULING HUB Renew MASS MESSAGE .csv,ACTIVE,178,37,2,False,False,False,False,False,True,False
60d3416b06128e3be4539759a943cc33b04981021f7f5c57a0f4bccf3858625b,Just a reminder to : TURN YOUR RENEW /REBILL ON ❤️ I’m sending a free video to everyone who has it turned ON …this Wednesday 😍😍😍 enjoy the new walllpapers 😉,RENEW,2025-09-15T22:39:34.140491Z,EROS SCHEDULING HUB Renew MASS MESSAGE .csv,ACTIVE,156,31,5,False,False,False,False,False,True,False
b12511fb44e2c545eb5598b8f7ac3e934838a150a4a32738fe3d7dd6f2e6cca9,🎉 I’m sending a FREE VIDEO to everyone who has their “RENEW / REBILL” turned ON 🎉 make sure u have it turned on and if u do …you’ll receive a NEW + FREE + EXCLUSIVE video next Monday morning ❤️❤️❤️,RENEW,2025-09-15T22:39:34.140491Z,EROS SCHEDULING HUB Renew MASS MESSAGE .csv,ACTIVE,197,41,5,False,False,False,False,False,True,False
3bdec5533baf1896093fded33995f1003156e05d34a05b90d913c0e7c6c85f9b,"Dont Forget to turn ***ON*** your auto rebill / renew for a free video TONIGHT EST TIME!! Yes, I can see if it’s on or off .. 🥵 ***New*** C0ntent / C0llabz / C0ntestz coming up , you don’t wanna miss out on my ***biggest*** videos yet in a few weeks !!! 🧨",RENEW,2025-09-15T22:39:34.140491Z,EROS SCHEDULING HUB Renew MASS MESSAGE .csv,ACTIVE,255,53,2,False,False,False,False,False,True,False
8d6677689b622ee4f5d33dbf249bdcbf90de8561d017a79ace27feb97bf8285f,🎉***turn you REBILL / RENEW ON*** 🎉 i'm sending a FREE VIDEO to everyone who has their REBILL / RENEW turned ON 🎁 you'll receive it on Monday!! fully naked on a real street 😬 i was just in a slutty mood that day ...i stopped the car and took off my bikini ...and walked around fully naked 😅,RENEW,2025-09-15T22:39:34.140491Z,EROS SCHEDULING HUB Renew MASS MESSAGE .csv,ACTIVE,290,59,5,False,False,False,False,False,True,False
9d1cc491cf48624eaaef7b79a0a6507ebe296ad1b94e543180c7efd11f38c87f,🎉 I’m sending a FREE video this weekend 🎉 make sure u have your REBILL / RENEW turned ON …I’m sending a FREE VIDEO to everyone who has it turned ON on Saturday ❤️,RENEW,2025-09-15T22:39:34.140491Z,EROS SCHEDULING HUB Renew MASS MESSAGE .csv,ACTIVE,162,34,3,False,False,False,False,False,True,False
ff53b420f3ab12c966c7884f3f97363ca27956a809afe797ee9a50126fb2deb6,⭐️ Don’t forget to turn on ur ***AUTO renew ON***for a free BG video at the end of the month ! You also don’t wanna miss all my sexy Miami content to come 💋💦,RENEW,2025-09-15T22:39:34.140491Z,EROS SCHEDULING HUB Renew MASS MESSAGE .csv,ACTIVE,157,34,2,False,False,False,False,False,True,False
